Area, RTSID, location_center_lat, location_center_lon, change_vol_year, change_area_year, dem_avg_slope, dem_aspect, dem_elevation, location
Banks, 582, 71.4012410852, -122.57956893, 5297.1004297113, 1754.4541218687, 6.0578007698, 337.7096147181, 380.1041259766, hillslope, 
Banks, 583, 71.4690201672, -122.3767288765, 4365.8872536841, 2476.1938466057, 7.0774149895, 48.6651876849, 392.4610900879, hillslope, 
Banks, 584, 71.4859803708, -122.3690680412, 18300.3499886633, 7278.1997579425, 4.0769057274, 45.6036478213, 341.0585327148, hillslope, 
Banks, 585, 71.4669329625, -122.3027886533, 13017.6332225485, 5561.3410815425, 4.7683262825, 18.9956411385, 370.3667297363, hillslope, 
Banks, 586, 71.490120419, -122.2784834947, 6630.9165601939, 1524.7041773383, 17.4703502655, 32.5432942321, 202.3306732178, hillslope, 
Banks, 587, 71.4599376862, -122.2893074827, 7936.7938715718, 3048.9442133744, 5.09897089, 53.0033041246, 395.0567016602, hillslope, 
Banks, 588, 71.461139852, -122.2855905456, 2916.750657157, 2057.538392128, 5.9591174126, 35.8369696979, 381.118560791, hillslope, 
Banks, 589, 71.4600586284, -122.2833481233, 23574.228523072, 7523.7305067437, 5.7305092812, 53.3833864813, 379.7815551758, hillslope, 
Banks, 590, 71.4586838848, -122.2739478261, 249569.9714999401, 29381.5368456754, 11.3066673279, 42.5328659284, 365.6656188965, hillslope, 
Banks, 591, 71.4567121309, -122.2645316567, 225803.5355735166, 26270.397697822, 10.298871994, 22.1484007654, 377.1864929199, hillslope, 
Banks, 592, 71.4525996239, -122.2570720688, 7737.522959424, 2706.4079324382, 9.6447553635, 337.8380406387, 394.0229797363, hillslope, 
Banks, 593, 71.4540149534, -122.2549850378, 7860.9818403642, 4208.3691859744, 7.5913167, 331.5490421519, 384.9027099609, hillslope, 
Banks, 594, 71.4510713023, -122.2815053315, 4327.0054761779, 2592.6933134282, 4.9449162483, 195.0965729966, 413.8941955566, hillslope, 
Banks, 595, 71.4296663494, -122.2752186008, 3474.0237500493, 1529.8097316612, 4.9799623489, 279.2941858379, 421.4318237305, hillslope, 
Banks, 596, 71.4218077539, -122.2586578081, 15179.3313648639, 3916.8884482671, 9.4409923553, 179.1939747699, 380.607635498, hillslope, 
Banks, 597, 71.4113703962, -122.2718309717, 3563.4231326018, 2174.5020002526, 7.3590373993, 161.4313492678, 275.8622741699, hillslope, 
Banks, 598, 71.4159513612, -122.2795163176, 3036.4415911877, 2548.5998897304, 5.7107186317, 186.7133104626, 323.4213867188, hillslope, 
Banks, 599, 71.4152805034, -122.287856972, 1688.4739881576, 982.1229952048, 6.044169426, 221.7991815448, 309.604888916, hillslope, 
Banks, 600, 71.4162949554, -122.2184044376, 2634.7739095017, 845.2013110907, 8.3540239334, 174.5865745677, 298.4253845215, hillslope, 
Banks, 601, 71.4165492785, -122.2110321186, 7007.6225603291, 2873.9629424896, 6.1814408302, 198.6058623082, 294.5570983887, hillslope, 
Banks, 602, 71.4213535189, -122.2180054129, 4239.7229026126, 1845.4258170767, 8.1429538727, 188.4152931305, 344.2176208496, hillslope, 
Banks, 603, 71.4202971779, -122.2159260842, 1174.483601447, 972.8401691632, 6.2274403572, 189.1925233266, 332.6793823242, hillslope, 
Banks, 604, 71.4220656101, -122.1922940783, 10019.346148399, 3827.7733182675, 7.1563768387, 150.5050699849, 308.7452697754, hillslope, 
Banks, 605, 71.4364838391, -122.2021487647, 15257.5410439744, 5304.6709414913, 5.9385037422, 165.7907030804, 362.3419494629, hillslope, 
Banks, 606, 71.4341346053, -122.1950450952, 1462.4517634464, 829.4205068199, 7.9479341507, 167.7357958663, 337.453125, hillslope, 
Banks, 607, 71.430822027, -122.2054830516, 5312.4004777585, 3145.0214629053, 6.6345148087, 119.3729024595, 373.6805725098, hillslope, 
Banks, 608, 71.430717892, -122.2011944052, 3622.7400170659, 1793.9061325456, 9.6261053085, 87.7421437706, 357.1195983887, hillslope, 
Banks, 609, 71.4276878538, -122.1748432869, 4994.0111948058, 2399.6105317622, 6.6637611389, 148.1891880012, 261.0585327148, hillslope, 
Banks, 610, 71.4415504213, -122.195798129, 14616.2238707602, 4451.1150869631, 11.0606174469, 60.7659161496, 312.4362792969, hillslope, 
Banks, 611, 71.4022136537, -122.1546708009, 54853.1974340108, 13222.4574137024, 4.4792728424, 172.5555892858, 156.3276824951, hillslope, 
Banks, 612, 71.4006688756, -122.1422224684, 10888.5873528451, 3801.3172640488, 6.3611254692, 144.6485951121, 132.0857086182, hillslope, 
Banks, 613, 71.4347637035, -122.1534618105, 4204.3121139349, 1994.879316347, 4.7985777855, 69.4903705352, 208.5796508789, hillslope, 
Banks, 614, 71.4378796046, -122.1632945363, 4767.6387536122, 2767.6745843129, 5.162003994, 40.2527806909, 232.7558746338, hillslope, 
Banks, 615, 71.4371130856, -122.164993979, 2227.9787468956, 1234.6158635372, 6.9835557938, 122.8894472154, 236.8502502441, hillslope, 
Banks, 616, 71.4349941238, -122.1254918181, 3027.7901321626, 1364.5754281201, 7.7581839561, 105.9090784455, 118.3000106812, hillslope, 
Banks, 617, 71.4084959584, -122.1397955817, 3115.9009871849, 1488.0370144738, 6.9919395447, 61.6572937314, 142.7662353516, hillslope, 
Banks, 618, 71.4080106536, -122.1286131073, 4626.3520512912, 1803.6530998893, 7.700255394, 42.7472232817, 111.8871765137, hillslope, 
Banks, 619, 71.4247959963, -122.1219106735, 17806.4298676145, 4458.5413477964, 9.0035018921, 28.1056808372, 116.5001602173, hillslope, 
Banks, 620, 71.4926271509, -121.4489424974, 3125.3238325383, 1220.6916244748, 9.29966259, 302.4192596394, 69.3576278687, hillslope, 
Banks, 621, 71.4522578622, -121.4363427498, 3860.598078694, 2548.1357484283, 3.8404405117, 347.3779970576, 38.0274543762, hillslope, 
Banks, 622, 71.454379571, -121.4198614991, 22381.8793537065, 5444.3774734179, 5.3949513435, 326.1941049382, 35.8149642944, hillslope, 
Banks, 623, 71.4560101804, -121.4140700525, 4693.8459169574, 2645.6054218655, 5.8636097908, 260.7603845995, 44.6108131409, hillslope, 
Banks, 624, 71.4607178254, -121.4113757682, 1421.0164793086, 789.0402135388, 17.3700790405, 246.5663347617, 66.0398712158, hillslope, 
Banks, 625, 71.4989626938, -120.9118931771, 7807.0848197779, 3527.4738958206, 4.3547387123, 163.4276451022, 141.1851501465, hillslope, 
Banks, 626, 71.494956511, -120.9227020046, 4033.6483642532, 2882.3174859271, 4.642809391, 145.956876505, 123.7640380859, hillslope, 
Banks, 627, 71.4667904689, -120.7685814221, 2782.3070598556, 1322.8027109327, 5.6961569786, 115.288496537, 7.5674376488, hillslope, 
Banks, 628, 71.4821252824, -120.6889227173, 12988.8431625178, 5486.1501906052, 4.7157292366, 155.1332075655, 4.728073597, hillslope, 
Banks, 629, 71.4848659255, -120.6827104777, 4929.5438725808, 2232.5196630128, 4.0311226845, 124.6247921717, 7.2829523087, hillslope, 
Banks, 630, 71.4858205729, -120.6794275663, 23966.195115353, 5630.0339942505, 5.1622982025, 170.1671452426, 8.3667354584, hillslope, 
Banks, 631, 71.4864747574, -120.6734512798, 2083.279027817, 733.343257289, 7.4440455437, 171.2981675914, 6.0143651962, hillslope, 
Banks, 632, 71.4886964537, -120.6667541816, 17859.1486104609, 5100.9129098775, 4.4385271072, 138.6131625337, 4.7675676346, hillslope, 
Banks, 633, 71.488549231, -120.6630487253, 2978.9665705555, 1290.312819787, 3.4015040398, 156.0690867127, 0.2993940711, hillslope, 
Banks, 634, 71.4912294588, -120.6526028778, 2343.5882598612, 1517.742057807, 4.8227658272, 152.6215243977, 3.6840872765, hillslope, 
Banks, 635, 71.4962728611, -120.6371028061, 1850.6021668515, 1113.939124996, 5.6955366135, 128.4134467325, 5.7241983414, hillslope, 
Banks, 636, 71.3938410859, -122.7482414704, 26481.6189595318, 6989.9680093498, 5.3558149338, 318.988458028, 409.2306213379, hillslope, 
Banks, 637, 71.3965000845, -122.7477086779, 2258.9618927102, 3030.8427025932, 3.1426894665, 207.1452163304, 407.6133117676, hillslope, 
Banks, 638, 71.3767847379, -122.726051262, 5763.3477049617, 4246.8929140472, 4.4221377373, 189.6030507608, 439.8289489746, hillslope, 
Banks, 639, 71.3717670721, -122.7174552535, 14236.8519972652, 3016.9184635308, 7.5323677063, 224.1716851569, 418.120880127, hillslope, 
Banks, 640, 71.3793485445, -122.6735165446, 3291.3601389062, 2339.2721624916, 3.2742536068, 238.3899891314, 455.1665649414, hillslope, 
Banks, 641, 71.360681268, -122.6613729461, 14864.3786015057, 4659.9786728999, 6.1725997925, 225.0033980355, 356.6094360352, hillslope, 
Banks, 642, 71.3587185307, -122.6613678328, 10396.4504321403, 4618.2059557125, 5.2982320786, 230.2128363216, 350.4264221191, hillslope, 
Banks, 643, 71.3692979961, -122.6411151454, 18618.1128834101, 5750.7107327918, 4.9058218002, 237.2373693848, 416.7795410156, hillslope, 
Banks, 644, 71.3579201794, -122.6367386037, 3970.6747310391, 1406.3481453074, 5.8398685455, 219.8730791778, 348.5877380371, hillslope, 
Banks, 645, 71.38029968, -122.6241361882, 3147.6645810465, 2260.3681411377, 3.8749332428, 136.167720029, 441.1204223633, hillslope, 
Banks, 646, 71.375054667, -122.6176926956, 4828.7573797095, 2172.1812937422, 5.281832695, 172.123109216, 425.3604736328, hillslope, 
Banks, 647, 71.3743270592, -122.6202826384, 1740.7600554185, 1035.0351036421, 6.9664173126, 173.7688608993, 420.4661254883, hillslope, 
Banks, 648, 71.3695612179, -122.6148172098, 1831.0711481471, 956.1310822882, 5.9180283546, 51.1034601871, 417.9799804688, hillslope, 
Banks, 649, 71.3782045685, -122.6068364692, 3320.0715164489, 3184.0093322802, 3.2908325195, 279.3009784264, 434.3813781738, hillslope, 
Banks, 650, 71.3883758117, -122.5824747154, 3752.6565075002, 1420.2723843699, 6.7082557678, 252.2642216813, 398.9378662109, hillslope, 
Banks, 651, 71.3877489105, -122.5676229278, 7381.3749075992, 4195.8373708182, 4.2914366722, 112.3380536988, 400.5081481934, hillslope, 
Banks, 652, 71.383991918, -122.5574255198, 6901.6709623898, 2998.3528114475, 3.6636245251, 78.3040493067, 393.6289978027, hillslope, 
Banks, 653, 71.3769347998, -122.5414945157, 3337.1654802605, 2042.2217291593, 4.6903772354, 280.7289822715, 397.5752868652, hillslope, 
Banks, 654, 71.375784176, -122.5409192386, 1094.0758659583, 1202.1259723915, 5.1668777466, 210.586611277, 395.5012207031, hillslope, 
Banks, 655, 71.3870238667, -122.5310702595, 4960.4533664793, 3072.6154197806, 2.975823164, 226.9876190532, 402.895111084, hillslope, 
Banks, 656, 71.3497125178, -122.6218191671, 2158.0113011522, 1025.7522776005, 5.6686825752, 222.9550754306, 292.5685424805, hillslope, 
Banks, 657, 71.3529274944, -122.6219616375, 2276.8977925263, 1197.4845593707, 4.9528083801000005, 234.4751449909, 312.6919555664, hillslope, 
Banks, 658, 71.3539851757, -122.6215742336, 2309.1356977784, 1285.6714067662, 6.4254078865, 215.0522102522, 320.1428222656, hillslope, 
Banks, 659, 71.3533152802, -122.578419696, 2608.6602388143, 1350.6511890576, 5.6618294716, 171.2861432971, 335.2036437988, hillslope, 
Banks, 660, 71.3342133197, -122.5698729843, 8153.0186042804, 1856.5652083266, 10.4705638885, 293.2942297268, 224.7627868652, hillslope, 
Banks, 661, 71.3334411464, -122.5719410578, 4595.5582454674, 1336.7269499952, 12.8150691986, 261.4103092003, 215.2939147949, hillslope, 
Banks, 662, 71.3383662845, -122.5595084608, 4059.0476995501, 1554.8733619736, 8.8284397125, 292.03991567, 252.4566955566, hillslope, 
Banks, 663, 71.3098627965, -122.5192133214, 1270.9681219391, 789.0402135388, 7.4349884987, 260.6313141327, 277.9973754883, hillslope, 
Banks, 664, 71.3128629058, -122.5095184158, 2255.3733246291, 1025.7522776005, 7.2455806732, 321.6819140398, 298.7288513184, hillslope, 
Banks, 665, 71.3360279931, -122.4948793245, 869.5221566777, 403.802932811, 5.0190916061, 283.4228774656, 296.3448181152, hillslope, 
Banks, 666, 71.3348170813, -122.4925729521, 2050.1797524671, 802.9644526013, 6.0793790817, 321.1156490468, 305.883026123, hillslope, 
Banks, 667, 71.3294840196, -122.478579106, 1823.3101525954, 863.3028218719, 6.3958477974, 184.733975871, 346.028137207, hillslope, 
Banks, 668, 71.3323916878, -122.4640803814, 16770.1479153906, 5527.9229077926, 6.1800374985, 257.6961986346, 385.7287902832, hillslope, 
Banks, 669, 71.3141549632, -122.4808013047, 14489.3085762294, 4762.0897593578, 3.6252355576, 273.7497112161, 341.1836547852, hillslope, 
Banks, 670, 71.3111407543, -122.455685588, 3394.7951782299, 1689.4743395772, 7.5637879372, 170.7189256681, 368.6379699707, hillslope, 
Banks, 671, 71.3060323512, -122.460323122, 1291.0754347682, 705.4947791641, 9.9695110321, 351.4474751208, 330.9452209473, hillslope, 
Banks, 672, 71.3010613462, -122.4293840756, 1675.9353173987, 1252.7173743184, 5.7577590942, 146.0215071956, 390.4540405273, hillslope, 
Banks, 673, 71.3013726452, -122.4132169906, 7826.04515061, 3096.7507674888, 3.9475436211, 226.2336476874, 400.3538513184, hillslope, 
Banks, 674, 71.3120165046, -122.4027101992, 1225.3673155092, 812.2472786429, 4.9766349792, 50.8517673662, 452.1860656738, hillslope, 
Banks, 675, 71.3086763707, -122.3884923237, 6102.7810324531, 4424.1948914424, 4.2655496596999996, 123.908313116, 451.181060791, hillslope, 
Banks, 676, 71.3150701227, -122.3761473026, 1608.9003698868, 1068.9174186941, 4.1518545151, 201.5370505982, 460.0154418945, hillslope, 
Banks, 677, 71.3137861755, -122.3774562462, 2039.4582130363, 1151.0704291625, 4.1040463448, 335.7549977158, 457.0755615234, hillslope, 
Banks, 678, 71.3099921372, -122.3718576126, 1109.2055862724, 552.7922907793, 9.4403629303, 165.4138986582, 428.1678466797, hillslope, 
Banks, 679, 71.3052801997, -122.363636557, 18310.8555907725, 4359.215109151, 6.7326359749, 84.8327825031, 393.4422912598, hillslope, 
Banks, 680, 71.3037072374, -122.3604230075, 16425.3561128277, 5566.9107771674, 6.2674646378, 59.4486193769, 386.1896057129, hillslope, 
Banks, 681, 71.3050101472, -122.3539209502, 45814.0798964775, 10753.68982793, 7.0080156326, 156.0956276674, 375.4529418945, hillslope, 
Banks, 682, 71.3075146709, -122.3574919424, 4262.2181890127, 1754.9182631708, 6.374130249, 149.61296357290001, 404.2323913574, hillslope, 
Banks, 683, 71.3028044015, -122.3486956422, 4566.7648981458, 2482.2276835327, 10.0173072815, 92.0861540808, 351.2422180176, hillslope, 
Banks, 684, 71.3081214097, -122.3440577563, 12125.8799326427, 4031.9954911834, 7.5247759818999995, 134.1216944653, 372.1231994629, hillslope, 
Banks, 685, 71.310701218, -122.3588616153, 9879.8394629578, 4693.3968466498, 4.0302710533, 189.6525478652, 422.8584899902, hillslope, 
Banks, 686, 71.3912018435, -122.3834672379, 1550.0328106908, 677.1821597371, 5.8127369881, 321.4051288496, 417.200958252, hillslope, 
Banks, 687, 71.3718942263, -122.3327659989, 3420.451988152, 2438.134259835, 3.7515356541, 289.0950432835, 448.4447937012, hillslope, 
Banks, 688, 71.3990735386, -122.3206168648, 2361.2367912458, 1843.1051105663, 3.8967707156999998, 40.8463045761, 359.8485717773, hillslope, 
Banks, 689, 71.3913000732, -122.3158280031, 1728.7582180137, 1457.4036885364, 3.8205723763, 42.5363235043, 380.3588867188, hillslope, 
Banks, 690, 71.3971068565, -122.3073525436, 1831.8695142466, 1068.9174186941, 6.3285589218, 105.1366551841, 340.2985229492, hillslope, 
Banks, 691, 71.3968877537, -122.3095302705, 1685.9410979099, 982.1229952048, 7.0115218163, 109.1079729966, 346.6638183594, hillslope, 
Banks, 692, 71.3995283837, -122.3006295147, 11476.1415013445, 5049.3932253464, 5.9044294357, 38.8907918158, 312.2275695801, hillslope, 
Banks, 693, 71.3994351183, -122.285617435, 1578.4185754329, 1168.2436573395, 7.023047924, 21.6823174866, 272.6001281738, hillslope, 
Banks, 694, 71.3971975257, -122.2657983958, 4703.5533866809, 1950.7858926492, 6.6467232704, 14.2028330725, 252.8342132568, hillslope, 
Banks, 695, 71.3979931778, -122.2577829504, 4714.3721581053, 1633.7773833274, 8.8389759064, 334.4081727482, 237.5614776611, hillslope, 
Banks, 696, 71.376617863, -122.2701815646, 4691.5870383518, 1911.3338819723, 7.4963841438, 9.4294438995, 353.8822937012, hillslope, 
Banks, 697, 71.3731753269, -122.2673699213, 3317.8015470645, 2001.3772945761, 7.0504989624, 49.715249745, 384.4423217773, hillslope, 
Banks, 698, 71.34885182, -122.281789522, 1311.1394893107, 557.8978451022, 8.6183290482, 177.5004302532, 437.6280517578, hillslope, 
Banks, 699, 71.337061665, -122.2867866699, 2588.177284282, 1751.6692740562, 3.9258105755, 175.7977854364, 361.0913085938, hillslope, 
Banks, 700, 71.3388866653, -122.2912038235, 4489.1132707631, 2704.0872259278, 3.6050415039, 222.7098713772, 368.059753418, hillslope, 
Banks, 701, 71.3230200372, -122.2653706098, 25438.5251090468, 7742.8052013263, 4.2738761902, 176.9211546151, 291.3178100586, hillslope, 
Banks, 702, 71.3379243242, -122.2558663871, 45682.7253300551, 10410.6894056917, 5.6143202782, 173.4537236821, 372.4865722656, hillslope, 
Banks, 703, 71.3133162707, -122.2845502885, 3615.8102775095, 1866.7763169724, 5.377840519, 44.9522225468, 317.1134033203, hillslope, 
Banks, 704, 71.3022873934, -122.3106767612, 1555.0135193888, 584.8180406229, 10.5492811203, 91.5848068636, 245.781036377, hillslope, 
Banks, 705, 71.3014904085, -122.3079979726, 2344.3026805429, 893.9361478093, 8.8593454361, 121.6711382691, 230.7602386475, hillslope, 
Banks, 706, 71.3721127528, -122.2462123438, 2945.2476413053, 1259.2153525475, 7.791659832, 65.8999582305, 340.0714416504, hillslope, 
Banks, 707, 71.3735338988, -122.2316154152, 3824.1439423527, 1633.3132420254, 8.4480085373, 115.0180973098, 281.7827148438, hillslope, 
Banks, 708, 71.365013445, -122.2387487935, 46491.8110851761, 11934.0011591237, 8.4860048294, 135.6676150027, 324.6784362793, hillslope, 
Banks, 709, 71.3572966451, -122.225103236, 13090.6046970892, 2954.7235290519, 8.9661436081, 80.0872916524, 342.1853637695, hillslope, 
Banks, 710, 71.3675641123, -122.2187797821, 7951.515697688, 2397.2898252518, 11.0974378586, 53.0817635549, 264.3148498535, hillslope, 
Banks, 711, 71.3891525765, -122.2004509449, 21918.3090018718, 7685.7158211702, 5.7239809036, 11.5563664061, 158.9242858887, hillslope, 
Banks, 712, 71.3901863492, -122.1782367498, 29986.602880628, 7670.8632995036, 5.2405180931, 1.4640879303, 148.5016174316, hillslope, 
Banks, 713, 71.3982318234, -122.1508331712, 5660.0686624701, 2150.3666525443, 6.6001076698, 207.6571823414, 136.1273651123, hillslope, 
Banks, 714, 71.3613779925, -122.2000242012, 6570.2048651106, 2755.1427691567, 12.8494062424, 58.0883608097, 212.4617462158, hillslope, 
Banks, 715, 71.3593688279, -122.190791838, 19981.1036757871, 3931.2768286317, 6.7380428314, 94.4607009699, 190.2868652344, hillslope, 
Banks, 716, 71.3141562132, -122.2175653285, 9549.65799798, 3695.0289058721, 5.7166156769, 168.9468598249, 188.9169921875, hillslope, 
Banks, 717, 71.3160466106, -122.2061447319, 4453.4590161196, 1632.3849594212, 8.1406288147, 141.0476018752, 174.7136077881, hillslope, 
Banks, 718, 71.3836019807, -121.3865712905, 46033.9787395907, 7129.2103999743, 7.416615963, 192.8047714646, 22.6633205414, hillslope, 
Banks, 719, 71.3828734232, -121.3299349152, 3640.1299028497, 1146.4290161417, 10.5439395905, 179.116373529, 3.7085015774, hillslope, 
Banks, 720, 71.3935777933, -121.251752807, 15722.9539566938, 4697.1099770664, 4.202706337, 170.8335191609, 1.827013135, hillslope, 
Banks, 721, 71.256883189, -122.7450459233, 100401.4815050085, 10638.1186437117, 10.3849754333, 346.4499877316, 244.9289855957, hillslope, 
Banks, 722, 71.257881679, -122.739256265, 2496.5435134899, 821.5301046845, 8.0647878647, 4.2977481322, 239.3983001709, hillslope, 
Banks, 723, 71.2588948623, -122.7361005422, 7515.8105150337, 1819.4339041601, 9.9520788193, 356.3320247795, 228.8219909668, hillslope, 
Banks, 724, 71.2639490924, -122.7427661701, 1979.2639247387, 877.2270609343, 9.5582885742, 167.1485851118, 245.4624633789, hillslope, 
Banks, 725, 71.2633641504, -122.7368416824, 1912.8142955565, 826.1715177054, 12.1822566986, 161.8924202191, 223.3014831543, hillslope, 
Banks, 726, 71.2572883709, -122.725918902, 2655.9758666168, 1596.6460791609, 6.3811306952999995, 55.0933608198, 203.5366516113, hillslope, 
Banks, 728, 71.2606706996, -122.7490516967, 5115.1392770519, 2032.9389031177, 5.6631350517, 205.5274467767, 252.5700378418, hillslope, 
Banks, 729, 71.2505375323, -122.7474582557, 12935.2605070099, 3685.2819385284, 6.5880384445, 113.477394912, 263.6702575684, hillslope, 
Banks, 730, 71.2506322082, -122.7432381998, 3267.2069581322, 1652.3430354107, 4.9993977547, 115.2665686825, 254.0814819336, hillslope, 
Banks, 731, 71.2429802403, -122.7489286154, 8297.0267719587, 2427.4590098871, 7.6430497169, 42.647969813, 309.7817993164, hillslope, 
Banks, 733, 71.2355154488, -122.7497762063, 7848.4186509104, 3518.191069779, 8.3786249161, 184.739257756, 310.0129089355, hillslope, 
Banks, 734, 71.2330256163, -122.7489597614, 4037.2900845022, 1387.7824932242, 9.2428913116, 126.0773252661, 290.0711364746, hillslope, 
Banks, 735, 71.2349753761, -122.743945161, 2270.5829892032, 1100.0148859335, 7.0874586105, 136.8912070154, 303.5498962402, hillslope, 
Banks, 736, 71.2317730544, -122.7321011706, 1467.8003375544, 691.5705401017, 10.2006425858, 178.1387584342, 258.5088500977, hillslope, 
Banks, 737, 71.2303967225, -122.7277637068, 8756.5217034556, 1972.6005338471, 10.6745948792, 180.1083352222, 237.308303833, hillslope, 
Banks, 738, 71.2303435471, -122.7218996831, 24673.8919885434, 4530.019108317, 9.1321983337, 170.0358120154, 229.8291168213, hillslope, 
Banks, 739, 71.2377288656, -122.7250657013, 15117.3612488281, 3592.4536781121, 6.5166521072, 72.909652173, 241.0678863525, hillslope, 
Banks, 740, 71.2366588492, -122.7240726391, 4840.0051716364, 2200.0297718671, 6.3845286369, 143.4735649442, 235.1022186279, hillslope, 
Banks, 741, 71.2396490705, -122.7220223079, 2641.8838494256, 1318.1612979119, 10.8369531631, 29.2903012526, 216.6234588623, hillslope, 
Banks, 742, 71.2243202306, -122.7257809901, 2026.5146792757, 682.28771406, 10.8780155182, 15.2795269171, 223.350769043, hillslope, 
Banks, 743, 71.2248422579, -122.7156583656, 21011.824338998, 4418.6251958174, 11.702290535, 24.7447379003, 199.665512085, hillslope, 
Banks, 744, 71.2011630913, -122.742281756, 17914.1892979085, 4075.160632277, 9.1985845566, 120.0270106583, 273.4144592285, hillslope, 
Banks, 745, 71.2028051251, -122.7433503608, 5956.2650739652, 1749.8127088479, 9.6025152206, 90.0886607513, 283.5563659668, hillslope, 
Banks, 746, 71.2096881393, -122.7412481568, 26841.532295346, 6507.2610551849, 10.0715045929, 89.5637617719, 292.5416564941, hillslope, 
Banks, 747, 71.2112335927, -122.7328457274, 20706.3456928279, 9106.4523468422, 4.5696344375999995, 61.5985644595, 266.5409545898, hillslope, 
Banks, 748, 71.2035756999, -122.7257089435, 2588.0993797056, 1373.8582541617, 7.8427233696, 10.8426233863, 237.1713409424, hillslope, 
Banks, 749, 71.208800999, -122.7251133284, 7215.2791635806, 3736.3374817574, 4.6987280846, 154.688417104, 246.0472412109, hillslope, 
Banks, 750, 71.2135607678, -122.7429825576, 3895.9932793741, 2042.2217291593, 9.9526824951, 97.0168377091, 297.0496520996, hillslope, 
Banks, 751, 71.2151588074, -122.7339572448, 2018.3030411604, 849.3785828094, 9.2461624146, 24.6611697862, 265.0253601074, hillslope, 
Banks, 752, 71.2135975988, -122.7232052483, 5060.412445246, 2562.0599874908, 9.7337427139, 336.7879580785, 246.4539794922, hillslope, 
Banks, 753, 71.2138543868, -122.7145456156, 11805.1438593109, 2789.4892255108, 11.1974840164, 22.8981244567, 235.7672424316, hillslope, 
Banks, 754, 71.2177974952, -122.7102335951, 4042.2193903442, 2037.5803161385, 11.9122304916, 134.6334184235, 189.6100616455, hillslope, 
Banks, 755, 71.2963907515, -122.4809817988, 6374.564915298, 1963.3177078054, 9.1361122131, 271.49586436, 291.2057800293, hillslope, 
Banks, 756, 71.2766445207, -122.4775454063, 2900.7237877403, 1332.0855369744, 11.2281684875, 142.599085169, 163.3938598633, hillslope, 
Banks, 757, 71.2753644519, -122.4663407767, 4629.2275410784, 2107.2015114507, 5.5946755409, 234.0536299687, 181.7010040283, hillslope, 
Banks, 758, 71.2808744125, -122.4729668695, 7435.7282223721, 1907.6207515556, 9.5137815475, 145.548895588, 209.5138397217, hillslope, 
Banks, 759, 71.2719306919, -122.4790383548, 800.1089665846, 668.3634749976, 10.8119573593, 305.2711469199, 142.3323516846, hillslope, 
Banks, 760, 71.2886867553, -122.4494459018, 3461.1292253496, 1188.2017333291, 8.2663545609, 186.5415713902, 300.9139404297, hillslope, 
Banks, 761, 71.2946004182, -122.4434106802, 3571.7268114331, 2316.0650973875, 3.5834929943000002, 178.4255649727, 358.2230834961, hillslope, 
Banks, 762, 71.2967615739, -122.4284605652, 2002.3896716295, 1111.6184184856, 3.9817183018, 268.2054943943, 379.074432373, hillslope, 
Banks, 763, 71.2956451342, -122.4305126147, 1926.4052588409, 1081.4492338503, 4.6564593315, 269.7221159586, 374.046875, hillslope, 
Banks, 764, 71.2942627016, -122.431319942, 1450.5913157656, 885.5816043718, 3.6073327065000003, 201.3201242796, 369.140625, hillslope, 
Banks, 765, 71.2788847891, -122.4200431224, 4071.7905652861, 1992.0944685345, 4.9968767166, 135.7488096226, 277.9505310059, hillslope, 
Banks, 766, 71.282836052, -122.396069634, 4369.1480842943, 2120.197467909, 6.6993145943, 95.2752003999, 294.571105957, hillslope, 
Banks, 767, 71.270521118, -122.3943731443, 91027.325754145, 17575.6386859262, 4.5406727791, 181.4880712554, 190.225692749, hillslope, 
Banks, 768, 71.2736509465, -122.362544597, 18894.811893464, 4366.1772286822, 5.9530124664, 219.2544145642, 192.0010070801, hillslope, 
Banks, 769, 71.2891331062, -122.354749229, 32033.6708976797, 6103.9222636759, 8.0897903442, 121.351956164, 291.152923584, hillslope, 
Banks, 771, 71.2931364526, -122.3135382749, 15245.0426994572, 5443.9133321158, 6.0992527008, 168.4516822315, 249.9946289062, hillslope, 
Banks, 772, 71.2977365948, -122.2346797596, 4479.7709752007, 2708.2644976465, 4.1794018745, 139.656192564, 152.7741851807, hillslope, 
Banks, 773, 71.2937504733, -122.2320377033, 3868.7050767986, 2408.8933578038, 4.7712364197, 150.2702461509, 141.5950775146, hillslope, 
Banks, 774, 71.2938126587, -122.2322306417, 3566.383888948, 1988.3813381178, 4.1710991859, 151.6604954346, 142.4363250732, hillslope, 
Banks, 775, 71.2999850918, -122.214777036, 2534.7639023886, 1302.3804936411, 4.2493042946, 139.1008412472, 140.0940246582, hillslope, 
Banks, 776, 71.8526085376, -120.9938502003, 2390.1635395312, 1475.9693406197, 3.4397068024, 230.104425214, 236.2506408691, hillslope, 
Banks, 777, 71.8537907099, -120.8616212256, 3001.8552595605, 1587.3632531193, 6.6196336746, 21.5528520166, 269.6118774414, hillslope, 
Banks, 778, 71.8968265672, -120.6696916783, 25669.6630440049, 7997.154634867, 4.322271347, 33.3012317217, 304.2045593262, hillslope, 
Ellesmere, 1, 79.2437036762, -85.4594964924, 19195.4077144954, 7957.238482888, 5.6526837349, 39.8610365487, 100.6766357422, hillslope, 
